car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Axio Fielder G 2013,Toyota,Axio,2016,2013,Automatic,Estate,"CNG, Octane",1500,47900,1722600
Toyota Allion G 2016,Toyota,Allion,2020,2016,Automatic,Saloon,"Petrol, Octane",1500,8973,3456800
Toyota Aqua (G) Super Fresh 2013,Toyota,Aqua,2018,2013,Automatic,Hatchback,"Hybrid, Octane",1500,67000,1380000
Toyota Axio X 2013,Toyota,Axio,2015,2013,Automatic,Saloon,"CNG, Octane",1500,62554,1815400
Toyota Premio FL 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,90440,2349000
Toyota Noah X 2003,Toyota,Noah,2005,2003,Automatic,MPV,"Petrol, CNG",2000,690000,1136800
Toyota Corolla 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,85000,1270200
Toyota RAV4 2006,Toyota,RAV4,2008,2006,Automatic,SUV / 4x4,Octane,2400,35000,2146000
Toyota C-HR 2017,Toyota,C-HR,2021,2017,Automatic,SUV / 4x4,Hybrid,1800,30000,3654000
Honda Grace 2016,Honda,Grace,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,31720,1914000
Nissan X-Trail 2017,Nissan,X-Trail,2019,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,54667,5011200
Toyota Premio 2016,Toyota,Premio,2021,2016,Automatic,Saloon,"CNG, Octane",1500,78542,2198200
Toyota Allion 2010,Toyota,Allion,2012,2010,Automatic,Saloon,"CNG, Octane",1500,86000,2006800
Toyota Premio 2015,Toyota,Premio,2017,2017,Automatic,Saloon,Octane,1500,80000,2876800
Nissan X-Trail 2018,Nissan,X-Trail,2020,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,20100,5243200
Toyota Axio 2015,Toyota,Axio,2017,2015,Automatic,Saloon,Hybrid,1500,51000,1914000
Toyota Allion 2009,Toyota,Allion,2017,2014,Automatic,Saloon,"CNG, Octane",1500,78000,1798000
Toyota Aqua Hybrid 2016,Toyota,Aqua,2018,2016,Automatic,Hatchback,Hybrid,1500,50500,2030000
Honda S660 Turbo 2015,Honda,S660,2018,2015,Automatic,Convertible,Octane,660,10900,2146000
Toyota Probox GL 2011,Toyota,Probox,2012,2011,Automatic,Estate,"CNG, Octane",1500,75320,1032400
Toyota AXIO-G 2008,Toyota,Axio,2011,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,53000,1229600
Toyota Aqua X urban 2015,Toyota,Aqua,2017,2015,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,66000,1716800
Toyota Noah X Smart 2008,Toyota,Noah,2010,2008,Automatic,MPV,"CNG, Octane",2000,75000,1925600
Toyota Axio X 2014,Toyota,Axio,2019,2014,Automatic,Saloon,"CNG, Octane",1500,42000,1067200
Honda Vezel Hybrid Z Package 2018,Honda,Vezel,2022,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,41206,3150000
Toyota Allion A15 2004,Toyota,Allion,2010,2004,Automatic,Saloon,"CNG, Octane",1500,56000,1440000
Toyota Noah si 2012,Toyota,Noah,2014,2012,Automatic,MPV,Octane,2000,48652,2749200
Toyota Noah GL 2004,Toyota,Noah,2007,2004,Automatic,MPV,"CNG, Octane",1800,95000,1102000
Toyota Noah 2016,Toyota,Noah,2017,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1800,38450,2992800
Nissan Bluebird sylphy 2012,Nissan,Bluebird,2017,2012,Automatic,Saloon,Octane,1500,52000,1530000
Toyota Allion G 2006,Toyota,Allion,2009,2006,Automatic,Saloon,Octane,1500,69854,1542800
Toyota Premio g superior 2009,Toyota,Premio,2017,2009,Automatic,Saloon,"CNG, Octane",1500,52342,2024200
Kia Sportage 2006,Kia,Sportage,2006,2006,Automatic,SUV / 4x4,Octane,2000,135000,1119400
Toyota Noah Si 2011,Toyota,Noah,2016,2011,Automatic,MPV,"CNG, Octane",2000,58451,2355000
Toyota Corolla X-Assista 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"CNG, Octane",1331,75500,1009200
Toyota Corolla 1999,Toyota,Corolla,2004,1999,Automatic,Saloon,"CNG, Octane",1500,96000,655400
Toyota Axio 2015,Toyota,Axio,2017,2015,Automatic,Saloon,Octane,1500,35000,1020800
Honda Grace 2016,Honda,Grace,2017,2016,Automatic,Saloon,Hybrid,1500,34703,2262000
Toyota Corolla wagon 2001,Toyota,Wagon,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,89000,452400
Toyota Premio G Superior 2012,Toyota,Premio,2018,2012,Automatic,Saloon,"CNG, Octane",1500,57300,2378000
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,"CNG, Octane",1500,58000,1380400
Toyota Noah KR42 2006,Toyota,Noah,2009,2006,Automatic,SUV / 4x4,"CNG, Octane",1800,75000,1363000
Toyota Premio F 2013,Toyota,Premio,2017,2013,Automatic,Saloon,"Petrol, Octane, LPG",1500,59000,2528800
Honda Civic Wine 2018,Honda,Civic,2020,2018,Automatic,Saloon,Octane,1500,49911,4150000
Toyota Vitz 2012,Toyota,Vitz,2015,2012,Automatic,Hatchback,Octane,1300,48500,1142600
Toyota Allion A15 G 2009,Toyota,Allion,2016,2009,Automatic,Saloon,"CNG, Octane",1500,62000,1838600
Toyota Fielder WXB 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,75000,2540400
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Nissan X-Trail 2017,Nissan,X-Trail,2022,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,48419,4848800
Toyota RAV4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,37318,2030000
Toyota Allion G 2017,Toyota,Allion,2022,2017,Automatic,Saloon,"Petrol, Octane",1500,27165,3306000
Toyota Allion A15 G+ 2010,Toyota,Allion,2015,2010,Automatic,Saloon,"CNG, Octane",1500,62700,1995200
Toyota Sprinter 2000,Toyota,Sprinter,2002,2000,Automatic,Saloon,"CNG, Octane",1331,75000,754000
BMW 3 Series 320i 2005,BMW,3 Series,2006,2005,Automatic,Saloon,Octane,2000,65000,1940000
Toyota Passo 2009,Toyota,Passo,2012,2009,Automatic,MPV,Octane,1500,68320,1479000
Toyota Corolla X 2005,Toyota,Corolla,2011,2005,Automatic,Saloon,"CNG, Octane",1500,82753,1189000
Toyota Premio F Ex 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,12975,4060000
Honda Vezel Z 2014,Honda,Vezel,2016,2014,Automatic,SUV / 4x4,Octane,1500,41500,2424400
Honda Vezel 2014,Honda,Vezel,2016,2014,Automatic,SUV / 4x4,Octane,1500,35500,2436000
Toyota Probox 2005,Toyota,Probox,2012,2010,Automatic,Hatchback,"CNG, Octane",1300,87000,719200
Toyota Premio F 2009,Toyota,Premio,2012,2009,Automatic,Saloon,Octane,1500,41000,1937200
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,SUV / 4x4,"Petrol, Octane",2000,34560,3364000
BMW 320i 2005,BMW,320i,2007,2005,Automatic,Saloon,Octane,2000,62000,2899998.84
Toyota Corolla X 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"Petrol, Octane, LPG",1300,85000,986000
BMW X7 XDrive 40i 2022,BMW,X7,2023,2022,Automatic,SUV / 4x4,Octane,3000,5558,33500000
Toyota Noah GL 2006,Toyota,Noah,2008,2006,Automatic,MPV,"CNG, Octane",1800,70000,1218000
Toyota Noah 2005,Toyota,Noah,2005,2005,Automatic,Hatchback,CNG,1998,219630,1392000
Mazda CX-7 2006,Mazda,CX-7,2008,2006,Automatic,SUV / 4x4,"CNG, Octane",2260,75000,1966200
Toyota Aqua 2014,Toyota,Aqua,2016,2014,Automatic,Hatchback,"Hybrid, Octane",1500,136000,1566000
Toyota Axio X 2016,Toyota,Axio,2022,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,32000,2169200
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,Estate,Octane,2000,42000,5220000
Toyota Corolla G 2002,Toyota,Corolla,2007,2002,Automatic,Saloon,"CNG, Octane",1500,85749,1073000
Toyota Premio G Superior 2013,Toyota,Premio,2015,2013,Automatic,Saloon,Octane,1500,1500,2395400
Toyota Vitz 2011,Toyota,Vitz,2014,2011,Automatic,Hatchback,Octane,1300,37850,1270200
Toyota Noah X 2005,Toyota,Noah,2008,2005,Automatic,MPV,"CNG, Octane",2000,68700,1496400
Toyota Fielder WXB 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,49000,2505600
Nissan Juke 2011,Nissan,Juke,2013,2016,Automatic,SUV / 4x4,Octane,1500,69000,1415200
Kia Sportage 2012,Kia,Sportage,2014,2012,Automatic,SUV / 4x4,"Octane, CNG",2000,55032,2267800
Ford Ikon 2003,Ford,Ikon,2005,2003,Automatic,Saloon,"Octane, LPG",1300,89653,394400
Toyota Noah X 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Petrol, Octane",2000,88700,3874400
Toyota Corolla AE 110 XE SALOON 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1500,79000,632200
Toyota Axio X 2007,Toyota,Axio,2012,2007,Automatic,Saloon,"CNG, Octane",1500,66000,1235400
Toyota Allion G 2017,Toyota,Allion,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,60000,3770000
Toyota Premio FL 2017,Toyota,Premio,2020,2017,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,52552,3224800
Toyota Fielder G 2014,Toyota,Fielder,2015,2014,Automatic,Hatchback,Hybrid,1500,50000,1879200
Toyota Corolla AE110 1996,Toyota,Corolla,1999,1996,Automatic,Saloon,"Petrol, LPG",1500,89000,440800
Toyota Hiace 2016,Toyota,Hiace,2020,2016,Automatic,SUV / 4x4,"Petrol, Octane",1500,44560,2668000
Toyota Axio X 2011,Toyota,Axio,2015,2011,Automatic,Saloon,"CNG, Octane",1500,113014,1455800
Honda Vezel 2016,Honda,Vezel,2019,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1500,34560,3074000
Toyota Allion A 15 G 2015,Toyota,Allion,2019,2015,Automatic,Saloon,Octane,1500,62000,2485000
Toyota Axio x 2010,Toyota,Axio,2012,2010,Automatic,Saloon,"Petrol, CNG",1500,52341,1496400
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,Octane,2000,8000,2992800
Mitsubishi Pajero Exceed 2004,Mitsubishi,Pajero,2006,2004,Automatic,SUV / 4x4,Octane,3000,73254,3016000
Toyota Premio G Superior 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,73000,2050000
Kia 414 1987,Kia,Kia 414,1991,1987,Manual,SUV / 4x4,Diesel,2000,100000,417600
Honda CR-V EX 2021,Honda,CR-V,2022,2021,Automatic,SUV / 4x4,Octane,1500,325,6948400
Toyota Prado 2011,Toyota,Prado,2013,2011,Automatic,SUV / 4x4,"Petrol, Octane",2700,26369,7714000
Toyota Allion G Plus 2019,Toyota,Allion,2022,2019,Automatic,Saloon,"Petrol, Octane",1500,5000,4147000
Suzuki 1200 2011,Suzuki,Suzuki 1200,2014,2011,Manual,MPV,Octane,1200,89652,603200
Toyota Noah X 2009,Toyota,Noah,2010,2009,Automatic,MPV,"CNG, Octane",2000,76585,2047400
Toyota Corona premio 2000,Toyota,Corona,2004,2000,Automatic,Saloon,"CNG, Octane",1500,75000,846800
Toyota Noah X 2007,Toyota,Noah,2009,2007,Automatic,MPV,"CNG, Octane",2000,85000,1618200
Toyota Axio 2014,Toyota,Axio,2015,2014,Automatic,Saloon,"CNG, Octane",1500,160000,1287582.6
Toyota Fielder corolla x 2005,Toyota,Fielder,2010,2005,Automatic,Estate,"Octane, LPG",1500,80000,1195000
Toyota Premio G Superior 2011,Toyota,Premio,2014,2011,Automatic,Saloon,"CNG, Octane",1500,55000,2070600
Toyota Aqua 2014,Toyota,Aqua,2016,2014,Automatic,Hatchback,Hybrid,1500,74521,1566000
Toyota Carina ED 1993,Toyota,Carina,1994,1993,Automatic,Saloon,"CNG, Octane",1900,120000,266800
Toyota Belta 2006,Toyota,Belta,2010,2006,Automatic,Saloon,Oil,1300,65000,1125200
Honda CR-V 2005,Honda,CR-V,2007,2005,Automatic,SUV / 4x4,Octane,2400,89000,1450000
Toyota Probox Succeed GL 2004,Toyota,Probox,2006,2004,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,742400
Toyota Prius ALPHA 2016,Toyota,Prius,2017,2016,Automatic,Estate,Hybrid,1800,39000,3596000
Toyota Esquire Noah 2016,Toyota,Esquire,2018,2016,Automatic,Saloon,Octane,2000,25000,4268800
Toyota Aqua 2012,Toyota,Aqua,2015,2012,Automatic,Hatchback,"Hybrid, Octane",1500,29950,1305000
Toyota Allion G 2008,Toyota,Allion,2013,2008,Automatic,Saloon,"CNG, Octane",1500,65000,1798000
Toyota Sprinter EE 90 1991,Toyota,Sprinter,1993,1991,Manual,Saloon,"CNG, Octane",1300,134000,185600
Toyota Sprinter 100 1992,Toyota,Sprinter,1996,1992,Automatic,Saloon,"CNG, Octane",1331,198521,307400
Toyota C-HR 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,44600,3944000
BMW 7 Series 745le.M Sport pkg 2019,BMW,7 Series,2020,2019,Automatic,Saloon,Octane,3000,5000,25500000
Toyota Corolla X 2005,Toyota,Corolla,2009,2005,Automatic,Saloon,"CNG, Octane",1500,60000,1295000
Toyota Corolla XE-Saloon 1999,Toyota,Corolla,2002,1999,Automatic,Saloon,"CNG, Octane",1500,72458,736600
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Petrol, Octane",2490,22596,7712840
Toyota Premio FEX 2019,Toyota,Premio,2023,2019,Automatic,Saloon,"Petrol, Octane",1500,11295,4315200
Toyota Allion G 2014,Toyota,Allion,2017,2014,Automatic,Saloon,"CNG, Octane",1500,62000,2482400
Toyota Corolla 1998,Toyota,Corolla,2000,1998,Automatic,Saloon,"CNG, Octane",1331,50000,626400
Toyota Fielder 2012,Toyota,Fielder,2015,2012,Automatic,Estate,"CNG, Octane",1500,82000,1473200
Honda Civic EK3 1994,Honda,Civic,1998,1994,Automatic,Saloon,"CNG, Octane",1498,80000,435000
Toyota Prius 2016,Toyota,Prius,2019,2016,Automatic,Saloon,"Hybrid, Octane",1800,100000,3074000
Nissan Pathfinder 1993,Nissan,Jeep,1997,1993,Manual,SUV,Diesel,2400,203162,440800
BMW X5 GOOD CONDITIONS 2004,BMW,X5,2005,2004,Automatic,SUV / 4x4,Octane,4800,76584,3550000
Toyota C-HR G 2017,Toyota,C-HR,2021,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,15038,3538000
Toyota Noah si 2010,Toyota,Noah,2012,2010,Automatic,Saloon,"Octane, LPG",2000,53000,2198200
Toyota Noah X 2004,Toyota,Noah,2009,2004,Automatic,MPV,"CNG, Octane",2000,97451,1290000
Toyota Axio X 2009,Toyota,Axio,2013,2009,Automatic,Saloon,"CNG, Octane",1500,100000,1264400
Toyota Allion 2013,Toyota,Allion,2016,2013,Automatic,Saloon,"CNG, Octane",1500,96000,1525400
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"CNG, Octane",2000,38000,1484800
Toyota Corolla X 2006,Toyota,Corolla,2009,2006,Automatic,Saloon,"Petrol, CNG",1500,95000,1320000
Toyota Premio FL 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,24000,3584400
Toyota Carina Myroad 1991,Toyota,Carina,1994,1991,Automatic,Saloon,"CNG, Octane",1500,125000,290000
Nissan X-Trail 2017,Nissan,X-Trail,2018,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,71500,4628400
Ford Fiesta 2013,Ford,Fiesta,2015,2013,Automatic,Saloon,Octane,1499,27000,9860000
Honda CR-V g 2012,Honda,CR-V,2014,2012,Automatic,SUV / 4x4,Octane,2000,32435,3306000
Toyota Land Cruiser 1995,Toyota,Land Cruiser,2000,1995,Automatic,Full-size SUV,Diesel,2400,77000,1392000
Toyota Premio G superior 2008,Toyota,Premio,2015,2008,Automatic,Saloon,"CNG, Octane",1500,79000,1879200
Nissan Bluebird red color 2004,Nissan,Bluebird,2008,2004,Automatic,Saloon,"Octane, LPG",1500,65000,790000
Toyota Axio X ( Super Fresh ) 2013,Toyota,Axio,2019,2013,Automatic,Saloon,"CNG, Octane",1500,63000,1720000
Toyota Allion A15 2016,Toyota,Allion,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,19000,3050800
Toyota Noah 2007,Toyota,Noah,2010,2007,Automatic,MPV,"CNG, Octane",2000,150000,2030000
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,37091,1763200
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,90700,4292000
Toyota Probox 2003,Toyota,Probox,2006,2003,Automatic,Saloon,"CNG, Octane",1500,96000,725000
Honda Vezel 2015,Honda,Vezel,2017,2015,Automatic,SUV / 4x4,Hybrid,1500,47000,3190000
Toyota Premio 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,62000,2418600
Toyota Axio Fielder 2010,Toyota,Axio,2013,2010,Automatic,Saloon,"CNG, Octane",1500,88000,1392000
Toyota Allion A-15 (G) Wine Red 2012,Toyota,Allion,2016,2012,Automatic,Saloon,Octane,1500,63000,2350000
Toyota Allion G 2018,Toyota,Allion,2023,2018,Automatic,Saloon,Octane,1500,17121,3550000
Toyota Spacio Sunroof & Moonroof 2001,Toyota,Spacio,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,65236,1073000
Toyota Premio F-Ex 2013,Toyota,Premio,2017,2013,Automatic,Saloon,"CNG, Octane",1500,43500,2488200
Nissan X-Trail 2018,Nissan,X-Trail,2021,2018,Automatic,SUV / 4x4,"Hybrid, Octane",2000,31900,5384720
Toyota Premio G Superior 2011,Toyota,Premio,2016,2011,Automatic,Saloon,"CNG, Octane",1500,47800,2186600
Toyota Passo sette g 2011,Toyota,Passo,2013,2011,Automatic,Saloon,Octane,1500,32343,1612400
Toyota C-HR G 2017,Toyota,C-HR,2018,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21683,3538000
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,Octane,2000,87000,2760800
Honda Civic EXI 2004,Honda,Civic,2006,2004,Automatic,Saloon,Octane,1500,96000,835000
Nissan X-Trail 2017,Nissan,X-Trail,2019,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,26800,5684000
Toyota Axio X 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,46332,1809600
Toyota Axio X 2010,Toyota,Axio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,68945,1502200
Toyota Noah lucida dual ac g 1997,Toyota,Noah,1999,1997,Automatic,MPV,"CNG, Octane",2000,79800,620600
Toyota Allion LPG 2008,Toyota,Allion,2010,2008,Automatic,Saloon,"Electric, LPG",1500,70201,1780000
Toyota Axio X 2011,Toyota,Axio,2015,2011,Automatic,Saloon,"CNG, Octane",1500,65000,1467400
Honda Vezel S 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,Octane,1500,37117,2639000
Toyota Premio F-Ex 2013,Toyota,Premio,2017,2013,Automatic,Saloon,"CNG, Octane",1500,43500,2499800
Toyota Axio 2016,Toyota,Axio,2017,2016,Automatic,Saloon,"Hybrid, Octane",1500,34560,1879200
Toyota TownAce GL 2008,Toyota,TownAce,2010,2008,Automatic,MPV,"CNG, Octane",1500,71000,748200
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,49521,1960400
Toyota Noah 2003,Toyota,Noah,2005,2003,Automatic,MPV,"Petrol, CNG",1800,90000,754000
Toyota Ractis 2011,Toyota,Ractis,2014,2011,Automatic,Hatchback,Octane,1500,56000,1380400
Toyota Allion G 2018,Toyota,Allion,2022,2018,Automatic,Saloon,"Petrol, Octane",1500,20000,3596000
Toyota Yaris 2006,Toyota,Yaris,2008,2006,Automatic,Saloon,Oil,1300,120000,730800
Toyota Probox 2004,Toyota,Probox,2005,2004,Automatic,Saloon,"CNG, Octane",1500,80000,759800
Toyota Axio 2013,Toyota,Axio,2016,2013,Automatic,Saloon,"Hybrid, Octane",1500,36000,1716800
Toyota Land Cruiser 1993,Toyota,Land Cruiser,1999,1993,Manual,Full-size SUV,Diesel,2400,71000,551000
Toyota Hilux 1997,Toyota,Hilux,2000,1997,Manual,SUV / 4x4,Octane,3400,120000,2204000
Nissan Bluebird 2006,Nissan,Bluebird,2008,2006,Automatic,Saloon,Octane,1500,77000,1218000
Toyota Cressida 1983,Toyota,Cressida,1987,1983,Manual,Saloon,"CNG, Octane",2000,122000,301600
Toyota Noah X HYBRID TWO DOOR P. 2018,Toyota,Noah,2019,2018,Automatic,MPV,"Hybrid, Octane",1800,89000,3050000
Toyota Noah 2003,Toyota,Noah,2007,2003,Automatic,MPV,"CNG, Octane",1800,65000,1067200
Hyundai H1 . 2011,Hyundai,H1,2014,2011,Automatic,MPV,Diesel,2400,55310,2030000
Toyota Premio FL 2018,Toyota,Premio,2019,2018,Automatic,Saloon,Petrol,1500,65000,3770000
Toyota Prius 2016,Toyota,Prius,2017,2016,Automatic,Saloon,Hybrid,1800,45000,2668000
Toyota Axio G 2010,Toyota,Axio,2010,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1496400
Toyota Allion G 2017,Toyota,Allion,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,7100,3410400
Toyota Premio F 2005,Toyota,Premio,2008,2005,Automatic,Saloon,"CNG, Octane",1500,95000,1392000
Nissan Bluebird . 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,"CNG, Octane",1500,76000,1070000
Toyota Vitz 2010,Toyota,Vitz,2013,2010,Automatic,Hatchback,Octane,1300,51504,1102000
Toyota Noah lite ace 2010,Toyota,Noah,2012,2010,Automatic,MPV,"Petrol, CNG, Octane",1500,95000,493000
Nissan Bluebird Shilpa 2007,Nissan,Bluebird,2013,2007,Automatic,Saloon,"Octane, LPG",1500,61000,1210000
Toyota Corolla G 2004,Toyota,Corolla,2005,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,99750,1096200
Nissan Carryboy pickup 2006,Nissan,Carryboy,2008,2006,Manual,SUV / 4x4,"Petrol, CNG",2400,97000,870000
Hyundai Sonata 2010,Hyundai,Sonata,2012,2010,Automatic,Saloon,Octane,2000,76000,2146000
Proton Satria 2016,Proton,Satria,2018,2016,Automatic,Saloon,Octane,1500,35218,2088000
Honda Grace 2016,Honda,Grace,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,29704,2227200
Toyota TownAce Noah 2009,Toyota,TownAce,2012,2009,Automatic,MPV,"CNG, Octane",1500,89000,835200
Toyota C-HR G LED 2017,Toyota,C-HR,2021,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,73500,3712000
Toyota Noah X - 2003,Toyota,Noah,2005,2003,Automatic,MPV,"Petrol, CNG",2000,82842,1084600
Toyota Premio F 2007,Toyota,Premio,2009,2007,Automatic,Saloon,Octane,1500,68543,1925600
Toyota C-HR G Led 2017,Toyota,C-HR,2020,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21963,3654000
Toyota Fielder 2017,Toyota,Fielder,2022,2017,Automatic,Saloon,"CNG, Octane",1500,65000,1525400
Toyota Noah G 2016,Toyota,Noah,2020,2016,Automatic,MPV,"Petrol, Octane",2000,77000,3480000
Toyota Corolla G 2005,Toyota,Corolla,2007,2005,Automatic,Saloon,"Petrol, CNG, Octane",1500,98500,1264400
Toyota Carina DX 1991,Toyota,Carina,1995,1991,Automatic,Saloon,"CNG, Octane",1500,99564,301600
Toyota Premio F 2006,Toyota,Premio,2011,2006,Automatic,Saloon,"CNG, Octane",1500,82417,1618200
Toyota TownAce 2003,Toyota,TownAce,2005,2003,Automatic,MPV,"Petrol, CNG, Octane",1800,99500,1264400
Toyota Noah X 2002,Toyota,Noah,2007,2002,Automatic,MPV,"Petrol, CNG",2000,100000,750000
Toyota Vitz 2009,Toyota,Vitz,2011,2009,Automatic,Hatchback,Octane,1000,73000,810840
Toyota C-HR G LED 2018,Toyota,C-HR,2021,2018,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28970,3883680
Toyota Fielder 2016,Toyota,Fielder,2019,2016,Automatic,Hatchback,"Hybrid, Octane",1500,34560,1879200
Toyota Noah X 2 Doors Power 2012,Toyota,Noah,2017,2012,Automatic,MPV,"CNG, Octane",2000,65350,2230000
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,42000,4176000
Toyota Noah 2003,Toyota,Noah,2005,2003,Automatic,SUV / 4x4,Octane,2000,80000,1119400
Toyota Hiace 2016,Toyota,Hiace,2020,2016,Automatic,MPV,"Petrol, Octane",2000,42185,3306000
Toyota Allion G edition 2014,Toyota,Allion,2017,2014,Automatic,Saloon,Octane,1500,45137,2600000
Toyota Fielder X 2009,Toyota,Fielder,2011,2009,Automatic,Estate,"CNG, Octane",1500,70000,1334000
Toyota Allion . 2004,Toyota,Allion,2010,2004,Automatic,Saloon,"CNG, Octane",1500,69000,1380000
Toyota Noah TOWNACE GL 2008,Toyota,Noah,2012,2008,Automatic,MPV,"CNG, Octane",1500,75500,748200
Toyota Corolla X 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"Octane, LPG",1500,89600,850000
Toyota Allion A15~ 2008,Toyota,Allion,2013,2008,Automatic,Saloon,"CNG, Octane",1500,79534,1935000
Honda Grace 2016,Honda,Grace,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,34182,1914000
Toyota Premio F-EX 2013,Toyota,Premio,2016,2013,Automatic,Saloon,"CNG, Octane",1500,43080,2488200
Toyota Corolla 90. 1990,Toyota,Corolla,1993,1990,Automatic,Saloon,"CNG, Octane",1331,99000,301600
Toyota Noah SUNROOF & MOONROOF 2003,Toyota,Noah,2006,2003,Automatic,MPV,"CNG, Octane",2000,45214,1290000
Nissan Pathfinder 1992,Nissan,Pathfinder,1995,1992,Automatic,SUV / 4x4,"CNG, Octane",2400,234000,301600
Honda Grace DX 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Petrol, Hybrid",1500,28907,1914000
Toyota Sienta 2013,Toyota,Sienta,2015,2013,Automatic,Saloon,Octane,1500,30727,1856000
Toyota Allion G 2015,Toyota,Allion,2017,2015,Automatic,Saloon,Octane,1500,55000,2656400
Toyota Premio G-Package 2012,Toyota,Premio,2016,2012,Automatic,Saloon,"CNG, Octane",1500,77865,2343200
Toyota Fielder WXB 2016,Toyota,Fielder,2018,2016,Automatic,Estate,Hybrid,1500,77000,2528800
Tata Ambulance 2013,Tata,Ambulance,2017,2013,Manual,MPV,Diesel,2200,85000,429200
Toyota AC Limited 1993,Toyota,AC,1995,1993,Automatic,Saloon,"CNG, Octane",1500,95000,382800
Toyota Axio X Hid 2007,Toyota,Axio,2010,2007,Automatic,Saloon,"CNG, Octane",1500,72500,1270000
Toyota Probox GL 2006,Toyota,Probox,2012,2006,Automatic,Estate,"CNG, Octane",1500,78765,820000
Toyota Hiace TRH GL 2011,Toyota,Hiace,2017,2011,Automatic,MPV,"CNG, Octane",2000,72400,2145000
